login_id,customer_id,login_ts,channel,ip_country,is_success,is_unusual_device,is_unusual_location,is_flagged_suspicious,hour,dayofweek,anomaly_score,is_anomaly
L500000,C100000,2025-11-03 19:23:53,0,14,True,0,0,False,19,0,0.09641506759972684,False
L500001,C100000,2025-11-13 12:44:28,2,14,True,0,0,False,12,3,0.26572819538812054,False
L500002,C100000,2025-11-14 17:27:58,2,14,True,0,0,False,17,4,0.2688709955481906,False
L500003,C100000,2025-10-15 06:23:23,1,14,True,0,0,False,6,2,0.22161140918164046,False
L500004,C100000,2025-11-23 21:45:57,1,14,True,0,0,False,21,6,0.19546960362776644,False
L500005,C100000,2025-12-03 15:01:16,2,14,True,0,0,False,15,2,0.26246756529909515,False
L500006,C100001,2025-12-06 19:00:11,2,13,True,0,0,False,19,5,0.2119684486115077,False
L500007,C100001,2025-11-24 15:52:29,1,13,True,0,0,False,15,0,0.20966363701949675,False
L500008,C100001,2025-12-02 17:50:27,2,13,True,0,0,False,17,1,0.2108483099674907,False
L500009,C100001,2025-11-25 14:59:56,2,13,True,0,0,False,14,1,0.2159751650662114,False
L500010,C100001,2025-11-27 21:12:17,2,13,True,0,0,False,21,3,0.2027578926111736,False
L500011,C100001,2025-12-08 13:46:58,2,13,True,0,0,False,13,0,0.19398570019996753,False
L500012,C100002,2025-11-14 08:43:57,1,5,True,0,0,False,8,4,0.22052000699441898,False
L500013,C100002,2025-10-18 16:41:27,1,5,True,0,0,False,16,5,0.2281138469017039,False
L500014,C100003,2025-10-27 13:39:59,2,13,True,0,0,False,13,0,0.19398570019996753,False
L500015,C100003,2025-12-15 18:53:27,2,13,True,0,0,False,18,0,0.17922973785242025,False
L500016,C100004,2025-12-08 19:17:28,1,13,True,0,0,False,19,0,0.1945943633607039,False
L500017,C100004,2025-11-24 08:42:20,2,13,True,0,0,False,8,0,0.17246275175416204,False
L500018,C100005,2025-10-27 07:14:01,1,1,True,0,0,False,7,0,0.14349139497517427,False
L500019,C100005,2025-12-10 16:26:13,1,1,True,0,0,False,16,2,0.1974092501220973,False
L500020,C100005,2025-11-23 16:50:12,2,1,True,0,0,False,16,6,0.1562016908865167,False
L500021,C100005,2025-12-04 14:57:17,1,1,True,0,0,False,14,3,0.1941873947305195,False
L500022,C100005,2025-11-09 15:59:30,1,1,True,0,0,False,15,6,0.16279049495613118,False
L500023,C100006,2025-11-17 14:53:23,2,8,True,0,0,False,14,0,0.21141972054518499,False
L500024,C100006,2025-12-08 15:58:11,1,8,True,0,0,False,15,0,0.21697453466033945,False
L500025,C100006,2025-11-12 22:58:46,2,8,True,0,0,False,22,2,0.18354353487657293,False
L500026,C100006,2025-10-17 13:27:06,2,8,True,0,0,False,13,4,0.24749668884069848,False
L500027,C100007,2025-11-27 17:54:25,1,8,True,0,0,False,17,3,0.25961810018284065,False
L500028,C100007,2025-11-19 13:17:32,2,8,True,0,0,False,13,2,0.2414857172179154,False
L500029,C100007,2025-12-09 18:15:22,2,8,True,0,0,False,18,1,0.22209479561812506,False
L500030,C100007,2025-11-13 09:23:26,2,8,True,0,0,False,9,3,0.2346879979718286,False
L500031,C100007,2025-10-20 18:12:48,1,8,True,0,0,False,18,0,0.20811508044733362,False
L500032,C100007,2025-12-14 08:19:23,2,8,True,0,0,False,8,6,0.18685693681580684,False
L500033,C100008,2025-12-03 17:59:52,2,4,True,0,0,False,17,2,0.21843909554398577,False
L500034,C100008,2025-11-06 09:40:09,2,4,True,0,0,False,9,3,0.21768526627310164,False
L500035,C100008,2025-11-17 11:56:12,2,4,True,0,0,False,11,0,0.18795503748600884,False
L500036,C100009,2025-12-06 12:20:34,1,0,True,0,0,False,12,5,0.15756624992858348,False
L500037,C100009,2025-11-04 07:04:19,1,0,True,0,0,False,7,1,0.13446096757010662,False
L500038,C100009,2025-10-29 18:08:36,2,0,True,0,0,False,18,2,0.16879736794686162,False
L500039,C100010,2025-11-06 14:21:07,2,4,True,0,0,False,14,3,0.228443320702771,False
L500040,C100010,2025-11-16 15:56:17,1,4,True,0,0,False,15,6,0.19653261013002388,False
L500041,C100010,2025-10-21 22:56:44,0,4,True,0,0,False,22,1,0.05724461070442488,False
L500042,C100010,2025-11-18 11:41:23,2,4,True,0,0,False,11,1,0.20790750003469582,False
L500043,C100010,2025-12-09 15:19:15,1,4,True,0,0,False,15,1,0.2120692819731323,False
L500044,C100011,2025-12-01 14:36:12,2,13,True,0,0,False,14,0,0.19575439011711027,False
L500045,C100011,2025-12-13 10:41:22,0,13,True,0,0,False,10,5,0.09878092064520338,False
L500046,C100012,2025-12-07 10:44:31,2,6,True,0,0,False,10,6,0.19048461303192,False
L500047,C100012,2025-12-01 09:30:19,1,6,True,0,0,False,9,0,0.18969925421943468,False
L500048,C100012,2025-10-16 21:24:49,2,6,True,0,0,False,21,3,0.20155032479934054,False
L500049,C100012,2025-10-21 08:51:49,1,6,True,0,0,False,8,1,0.20237536270323397,False
L500050,C100013,2025-11-15 14:25:30,2,13,True,0,0,False,14,5,0.22010111907350932,False
L500051,C100013,2025-12-09 15:48:04,1,13,True,0,0,False,15,1,0.22406858531368673,False
L500052,C100013,2025-11-08 20:26:21,2,13,True,0,0,False,20,5,0.20325832728498672,False
L500053,C100013,2025-12-13 19:40:17,1,13,True,0,0,False,19,5,0.21741796873049912,False
L500054,C100013,2025-12-03 16:05:12,1,13,True,0,0,False,16,2,0.24620105367193162,False
L500055,C100014,2025-11-15 13:51:31,2,2,True,0,0,False,13,5,0.19909377985297627,False
L500056,C100014,2025-12-05 22:15:09,1,2,True,0,0,False,22,4,0.1644219220340477,False
L500057,C100015,2025-12-12 06:44:25,1,8,True,0,0,False,6,4,0.2061699339224441,False
L500058,C100015,2025-12-11 20:25:37,1,8,True,0,0,False,20,3,0.24003648143644635,False
L500059,C100015,2025-10-30 08:10:31,2,8,True,0,0,False,8,3,0.22429544702054854,False
L500060,C100015,2025-10-29 22:20:28,2,8,True,0,0,False,22,2,0.18354353487657293,False
L500061,C100015,2025-11-10 19:08:43,0,8,True,0,0,False,19,0,0.08483229446046803,False
L500062,C100015,2025-10-28 09:31:08,1,8,True,0,0,False,9,1,0.22643940150922587,False
L500063,C100016,2025-11-30 08:39:43,2,6,True,0,0,False,8,6,0.17522294854438747,False
L500064,C100016,2025-12-04 13:37:46,2,6,True,0,0,False,13,3,0.23190319339455895,False
L500065,C100017,2025-11-23 09:57:52,1,14,True,0,0,False,9,6,0.21374807827828057,False
L500066,C100017,2025-12-07 18:56:57,1,14,True,0,0,False,18,6,0.22372211351491011,False
L500067,C100017,2025-11-07 22:10:03,2,14,True,0,0,False,22,4,0.20732986136721432,False
L500068,C100018,2025-11-20 22:35:56,2,13,True,0,0,False,22,3,0.18056817031205374,False
L500069,C100018,2025-11-28 08:16:56,1,13,True,0,0,False,8,4,0.22154715326109292,False
L500070,C100018,2025-11-24 21:26:51,2,13,True,0,0,False,21,0,0.1664542537647531,False
L500071,C100018,2025-10-31 11:27:49,2,13,True,0,0,False,11,4,0.22980475070511708,False
L500072,C100018,2025-11-28 12:11:18,2,13,True,0,0,False,12,4,0.2354503971569361,False
L500073,C100018,2025-10-18 16:25:20,0,13,True,0,0,False,16,5,0.10866288916219846,False
L500074,C100019,2025-11-20 10:45:00,1,14,True,0,0,False,10,3,0.26493817066891623,False
L500075,C100019,2025-11-07 20:56:54,2,14,True,0,0,False,20,4,0.24827629889668307,False
L500076,C100019,2025-11-05 09:27:05,2,14,True,0,0,False,9,2,0.24637594144157893,False
L500077,C100019,2025-11-06 18:42:46,1,14,True,0,0,False,18,3,0.2685043597687514,False
L500078,C100020,2025-10-27 17:52:20,1,13,True,0,0,False,17,0,0.20194701125831593,False
L500079,C100020,2025-10-17 17:28:44,1,13,True,0,0,False,17,4,0.24666763050129392,False
L500080,C100020,2025-12-04 16:40:42,1,13,True,0,0,False,16,3,0.2522306660829101,False
L500081,C100020,2025-12-02 22:20:58,0,13,True,0,0,False,22,1,0.07077305252305743,False
L500082,C100020,2025-12-05 15:25:30,1,13,True,0,0,False,15,4,0.24794265235717633,False
L500083,C100020,2025-11-10 18:54:23,2,13,True,0,0,False,18,0,0.17922973785242025,False
L500084,C100021,2025-12-15 07:28:35,2,2,True,0,0,False,7,0,0.1496428267261577,False
L500085,C100021,2025-10-31 21:06:10,1,2,True,0,0,False,21,4,0.18231534153626916,False
L500086,C100021,2025-12-11 08:20:40,2,2,True,0,0,False,8,3,0.19363771474585834,False
L500087,C100022,2025-11-25 10:52:18,1,13,True,0,0,False,10,1,0.22213520405452375,False
L500088,C100022,2025-12-07 20:00:00,2,13,True,0,0,False,20,6,0.17897203664858752,False
L500089,C100023,2025-12-05 09:38:42,2,8,True,0,0,False,9,4,0.23149425040151328,False
L500090,C100023,2025-11-15 13:51:48,2,8,True,0,0,False,13,5,0.23703521588008503,False
L500091,C100023,2025-12-07 20:08:18,2,8,True,0,0,False,20,6,0.19029950972367837,False
L500092,C100024,2025-11-09 16:43:14,1,14,True,0,0,False,16,6,0.2342545288563322,False
L500093,C100024,2025-12-02 10:28:34,2,14,True,0,0,False,10,1,0.23844345153915525,False
L500094,C100024,2025-10-26 11:57:19,2,14,True,0,0,False,11,6,0.22129667085059262,False
L500095,C100024,2025-10-18 16:11:19,1,14,True,0,0,False,16,5,0.26502809851533027,False
L500096,C100025,2025-11-18 10:27:56,1,14,True,0,0,False,10,1,0.24652389152303344,False
L500097,C100025,2025-10-25 16:24:32,2,14,True,0,0,False,16,5,0.25380446741363744,False
L500098,C100025,2025-12-11 06:42:29,2,14,True,0,0,False,6,3,0.2164232937412927,False
L500099,C100025,2025-12-03 17:02:16,1,14,True,0,0,False,17,2,0.2677136725986219,False
L500100,C100025,2025-11-09 16:24:45,2,14,True,0,0,False,16,6,0.22419330765583378,False
L500101,C100025,2025-10-21 19:41:49,2,14,True,0,0,False,19,1,0.23500953583047862,False
L500102,C100026,2025-11-04 15:03:30,1,6,True,0,0,False,15,1,0.21672858589323263,False
L500103,C100026,2025-11-20 10:07:38,2,6,True,0,0,False,10,3,0.22871415661301914,False
L500104,C100027,2025-11-17 22:57:43,2,13,True,0,0,False,22,0,0.14407046295578352,False
L500105,C100027,2025-11-29 16:45:36,1,13,True,0,0,False,16,5,0.23536037515689745,False
L500106,C100027,2025-12-01 20:11:21,1,13,True,0,0,False,20,0,0.18459083881769667,False
L500107,C100027,2025-11-08 10:36:35,1,13,True,0,0,False,10,5,0.21754397761323924,False
L500108,C100027,2025-11-11 11:36:34,2,13,True,0,0,False,11,1,0.2134419800878335,False
L500109,C100027,2025-11-30 09:42:33,2,13,True,0,0,False,9,6,0.1779765997639381,False
L500110,C100028,2025-11-20 07:24:39,2,8,True,0,0,False,7,3,0.21675659231863714,False
L500111,C100028,2025-10-20 08:00:11,1,8,True,0,0,False,8,0,0.2023179194174387,False
L500112,C100028,2025-10-20 06:34:09,1,8,True,0,0,False,6,0,0.1750575067305078,False
L500113,C100029,2025-10-15 19:53:52,1,6,True,0,0,False,19,2,0.22422350895850712,False
L500114,C100029,2025-11-06 11:46:37,2,6,True,0,0,False,11,3,0.23259528776557203,False
L500115,C100029,2025-11-29 17:54:10,1,6,True,0,0,False,17,5,0.22991151235348412,False
L500116,C100030,2025-11-01 17:26:27,2,8,True,0,0,False,17,5,0.23746372477985406,False
L500117,C100030,2025-12-09 12:21:03,2,8,True,0,0,False,12,1,0.22859679757013251,False
L500118,C100030,2025-11-07 14:09:52,1,8,True,0,0,False,14,4,0.2605356025552014,False
L500119,C100030,2025-12-08 15:41:27,1,8,True,0,0,False,15,0,0.21697453466033945,False
L500120,C100030,2025-11-07 07:02:00,2,8,True,0,0,False,7,4,0.20990860496823505,False
L500121,C100030,2025-10-20 19:10:17,1,8,True,0,0,False,19,0,0.20378061309333995,False
L500122,C100031,2025-10-21 12:55:40,1,6,True,0,0,False,12,1,0.21802775132083851,False
L500123,C100031,2025-11-23 17:19:30,2,6,True,0,0,False,17,6,0.19476456207804071,False
L500124,C100031,2025-10-29 13:43:56,2,6,True,0,0,False,13,2,0.22592533038395524,False
L500125,C100031,2025-12-14 08:10:12,1,6,True,0,0,False,8,6,0.18654358122057269,False
L500126,C100031,2025-12-11 12:17:58,2,6,True,0,0,False,12,3,0.23135744323414603,False
L500127,C100032,2025-12-05 09:33:57,1,13,True,0,0,False,9,4,0.2339009708262621,False
L500128,C100032,2025-11-14 16:10:33,2,13,True,0,0,False,16,4,0.23824078488832406,False
L500129,C100032,2025-11-28 21:52:53,1,13,True,0,0,False,21,4,0.21385275801057313,False
L500130,C100032,2025-10-18 08:22:17,1,13,True,0,0,False,8,5,0.20519557549373058,False
L500131,C100032,2025-10-29 09:53:26,2,13,True,0,0,False,9,2,0.21464838448331325,False
L500132,C100032,2025-12-14 17:36:48,2,13,True,0,0,False,17,6,0.19521028932341744,False
L500133,C100033,2025-12-13 07:25:19,1,5,True,0,0,False,7,5,0.19251792722000272,False
L500134,C100033,2025-11-12 13:59:32,1,5,True,0,0,False,13,2,0.2370949320984076,False
L500135,C100033,2025-11-28 18:54:41,1,5,True,0,0,False,18,4,0.23065685143798692,False
L500136,C100033,2025-12-10 12:28:25,1,5,True,0,0,False,12,2,0.23488442522894898,False
L500137,C100034,2025-11-11 15:00:48,2,14,True,0,0,False,15,1,0.24930852087317013,False
L500138,C100034,2025-12-10 17:56:33,1,14,True,0,0,False,17,2,0.2677136725986219,False
L500139,C100034,2025-11-25 18:05:04,1,14,True,0,0,False,18,1,0.24641108807039297,False
L500140,C100035,2025-10-24 21:13:11,1,14,True,0,0,False,21,4,0.23552937064995483,False
L500141,C100035,2025-12-10 11:27:10,1,14,True,0,0,False,11,2,0.2706377167655461,False
L500142,C100035,2025-10-24 22:18:27,1,14,True,0,0,False,22,4,0.2153094713254216,False
L500143,C100035,2025-11-11 09:59:12,2,14,True,0,0,False,9,1,0.23249510567429466,False
L500144,C100035,2025-12-04 22:37:04,1,14,True,0,0,False,22,3,0.2159635244151633,False
L500145,C100036,2025-12-09 14:01:33,2,14,True,0,0,False,14,1,0.2487012173771227,False
L500146,C100036,2025-11-14 06:50:15,2,14,True,0,0,False,6,4,0.2129349235683991,False
L500147,C100036,2025-11-10 22:30:11,0,14,True,0,0,False,22,0,0.06772875386649713,False
L500148,C100036,2025-10-31 18:09:50,1,14,True,0,0,False,18,4,0.2694499287419657,False
L500149,C100037,2025-11-15 10:46:28,2,6,True,0,0,False,10,5,0.22104158955879433,False
L500150,C100037,2025-11-12 11:08:46,2,6,True,0,0,False,11,2,0.2232683185933239,False
L500151,C100037,2025-11-21 11:19:00,1,6,True,0,0,False,11,4,0.2408110307389837,False
L500152,C100037,2025-10-20 12:20:06,2,6,True,0,0,False,12,0,0.1906843192847626,False
L500153,C100037,2025-12-09 12:23:49,1,6,True,0,0,False,12,1,0.21802775132083851,False
L500154,C100038,2025-10-21 11:02:57,2,14,True,0,0,False,11,1,0.24457146273342145,False
L500155,C100038,2025-12-14 20:20:40,2,14,True,0,0,False,20,6,0.20666769282330788,False
L500156,C100038,2025-11-21 17:52:51,1,14,True,0,0,False,17,4,0.2727251300387913,False
L500157,C100038,2025-11-04 12:38:05,1,14,True,0,0,False,12,1,0.2550117683880464,False
L500158,C100038,2025-11-03 18:49:45,2,14,True,0,0,False,18,0,0.20931500648966617,False
L500159,C100038,2025-12-07 15:48:03,2,14,True,0,0,False,15,6,0.22717993160081468,False
L500160,C100039,2025-12-12 21:57:16,2,14,True,0,0,False,21,4,0.23057993671985944,False
L500161,C100039,2025-11-25 07:51:16,2,14,True,0,0,False,7,1,0.2069126490542118,False
L500162,C100039,2025-12-11 18:32:43,2,14,True,0,0,False,18,3,0.2576498638845866,False
L500163,C100039,2025-10-19 06:41:28,2,14,True,0,0,False,6,6,0.17635299458047715,False
L500164,C100039,2025-10-26 19:09:47,2,14,True,0,0,False,19,6,0.21509322487439764,False
L500165,C100039,2025-11-13 10:45:43,2,14,True,0,0,False,10,3,0.25603532385661065,False
L500166,C100040,2025-11-05 14:54:33,2,8,True,0,0,False,14,2,0.23948772336953333,False
L500167,C100040,2025-10-18 12:48:33,2,8,True,0,0,False,12,5,0.2364399453807285,False
L500168,C100040,2025-12-10 09:47:21,2,8,True,0,0,False,9,2,0.22838311083065416,False
L500169,C100040,2025-11-16 20:01:46,1,8,True,0,0,False,20,6,0.2023382007848885,False
L500170,C100040,2025-12-11 09:11:55,2,8,True,0,0,False,9,3,0.2346879979718286,False
L500171,C100040,2025-11-22 09:55:51,2,8,True,0,0,False,9,5,0.22750555656494725,False
L500172,C100041,2025-11-28 15:28:14,1,8,True,0,0,False,15,4,0.25956763180114156,False
L500173,C100041,2025-11-01 19:06:14,2,8,True,0,0,False,19,5,0.2242077827149021,False
L500174,C100041,2025-12-13 14:56:11,2,8,True,0,0,False,14,5,0.2368826626088788,False
L500175,C100042,2025-10-22 06:18:01,1,9,True,0,0,False,6,2,0.200678178159985,False
L500176,C100042,2025-10-22 10:19:55,2,9,True,0,0,False,10,2,0.2195820030817997,False
L500177,C100042,2025-12-14 16:28:34,1,9,True,0,0,False,16,6,0.21911510671389572,False
L500178,C100042,2025-10-21 17:50:44,1,9,True,0,0,False,17,1,0.2247276307895189,False
L500179,C100042,2025-11-30 14:04:40,1,9,True,0,0,False,14,6,0.21823594708364558,False
L500180,C100043,2025-11-29 14:57:16,1,14,True,0,0,False,14,5,0.2633618692302298,False
L500181,C100043,2025-11-15 09:39:19,1,14,True,0,0,False,9,5,0.24399703464963285,False
L500182,C100043,2025-11-10 08:30:46,1,14,True,0,0,False,8,0,0.21854628201026638,False
L500183,C100043,2025-11-16 15:15:54,2,14,True,0,0,False,15,6,0.22717993160081468,False
L500184,C100043,2025-10-28 08:11:00,2,14,True,0,0,False,8,1,0.22253719401760758,False
L500185,C100043,2025-11-08 09:07:31,1,14,True,0,0,False,9,5,0.24399703464963285,False
L500186,C100044,2025-12-01 11:21:36,1,4,True,0,0,False,11,0,0.19438527436157615,False
L500187,C100044,2025-10-29 12:49:22,2,4,True,0,0,False,12,2,0.2146077134553559,False
L500188,C100044,2025-11-23 08:58:16,2,4,True,0,0,False,8,6,0.16840423421413908,False
L500189,C100044,2025-12-06 11:32:55,1,4,True,0,0,False,11,5,0.22186817265472947,False
L500190,C100044,2025-11-07 21:42:31,1,4,True,0,0,False,21,4,0.20118210897350974,False
L500191,C100045,2025-10-16 15:28:25,2,0,True,0,0,False,15,3,0.17563381016888124,False
L500192,C100045,2025-12-14 12:25:05,2,0,True,0,0,False,12,6,0.13922379554125475,False
L500193,C100045,2025-11-13 21:02:29,2,0,True,0,0,False,21,3,0.14556797673414468,False
L500194,C100045,2025-12-03 17:14:19,1,0,True,0,0,False,17,2,0.16983348481646066,False
L500195,C100045,2025-10-18 07:28:48,1,0,True,0,0,False,7,5,0.1291171479942611,False
L500196,C100046,2025-10-29 09:20:52,1,13,True,0,0,False,9,2,0.23821555172439246,False
L500197,C100046,2025-11-10 12:16:41,1,13,True,0,0,False,12,0,0.21165374812539323,False
L500198,C100046,2025-10-15 09:28:18,1,13,True,0,0,False,9,2,0.23821555172439246,False
L500199,C100046,2025-11-17 20:17:40,1,13,True,0,0,False,20,0,0.18459083881769667,False
L500200,C100046,2025-12-12 10:03:43,1,13,True,0,0,False,10,4,0.2367707946934896,False
L500201,C100046,2025-10-20 06:39:17,1,13,True,0,0,False,6,0,0.16665540712064308,False
L500202,C100047,2025-12-04 13:53:14,2,13,True,0,0,False,13,3,0.23737068370096392,False
L500203,C100047,2025-11-19 13:50:50,1,13,True,0,0,False,13,2,0.24880323608267885,False
L500204,C100047,2025-11-20 21:00:40,1,13,True,0,0,False,21,3,0.2166088448331357,False
L500205,C100047,2025-10-24 14:52:08,1,13,True,0,0,False,14,4,0.24882775028286525,False
L500206,C100047,2025-10-22 11:41:17,1,13,True,0,0,False,11,2,0.24515746341577832,False
L500207,C100048,2025-12-13 19:48:10,2,14,True,0,0,False,19,5,0.2445541761393467,False
L500208,C100048,2025-10-29 15:03:56,2,14,True,0,0,False,15,2,0.26246756529909515,False
L500209,C100048,2025-11-03 09:27:30,2,14,True,0,0,False,9,0,0.2067839736413719,False
L500210,C100048,2025-11-22 11:14:59,2,14,True,0,0,False,11,5,0.24899170250758507,False
L500211,C100049,2025-11-13 13:19:31,2,6,True,0,0,False,13,3,0.23190319339455895,False
L500212,C100049,2025-11-18 19:08:37,1,6,True,0,0,False,19,1,0.21192690443705403,False
L500213,C100049,2025-11-08 14:35:07,2,6,True,0,0,False,14,5,0.21930371307881164,False
L500214,C100049,2025-10-15 12:14:18,2,6,True,0,0,False,12,2,0.21914355625273357,False
L500215,C100049,2025-10-24 09:33:24,2,6,True,0,0,False,9,4,0.21909626962132261,False
L500216,C100049,2025-11-25 06:14:45,2,6,True,0,0,False,6,1,0.17739614034496254,False
L500217,C100050,2025-10-28 22:48:12,2,14,True,0,0,False,22,1,0.18321269684081032,False
L500218,C100050,2025-12-12 22:09:45,2,14,True,0,0,False,22,4,0.20732986136721432,False
